district,disaster_type,severity,season,num_households,avg_damage_level,pct_elderly,pct_children_u5,pct_disabled,avg_household_size,total_funding
Leribe,Strong Winds,Moderate,Winter,189,2.57,0.11,0.16,0.06,5.5,6812000
Maseru,Drought,Critical,Autumn,449,1.6,0.08,0.12,0.05,4.5,2690000
Berea,Heavy Rainfall,Low,Spring,18,2.83,0.1,0.15,0.06,5.5,651500
Thaba-Tseka,Drought,Critical,Summer,270,1.6,0.16,0.23,0.09,7.5,1946500
Leribe,Heavy Rainfall,Low,Spring,36,2.83,0.11,0.16,0.06,5.5,1448000
Thaba-Tseka,Strong Winds,Low,Autumn,18,2.78,0.16,0.23,0.09,7.5,720500
Mafeteng,Strong Winds,Moderate,Winter,131,2.72,0.12,0.18,0.07,6.0,6302500
Mohale's Hoek,Drought,Low,Autumn,42,1.36,0.13,0.19,0.07,6.0,238500
Mafeteng,Drought,Moderate,Spring,183,1.55,0.12,0.18,0.07,6.0,1247500
Mohale's Hoek,Strong Winds,Moderate,Autumn,188,2.64,0.13,0.19,0.07,6.0,7384500
Berea,Heavy Rainfall,Critical,Spring,442,2.8,0.1,0.15,0.06,5.5,17349000
Mohale's Hoek,Strong Winds,Critical,Winter,383,2.58,0.13,0.19,0.07,6.0,14450500
Butha-Buthe,Strong Winds,Low,Autumn,37,2.32,0.14,0.19,0.08,6.5,774500
Thaba-Tseka,Drought,Low,Winter,40,1.55,0.16,0.23,0.09,7.5,289000
Maseru,Drought,Low,Spring,43,1.7,0.08,0.12,0.05,4.5,280500
Butha-Buthe,Strong Winds,Moderate,Winter,117,2.68,0.14,0.19,0.08,6.5,4074000
Berea,Drought,Low,Summer,39,1.62,0.1,0.15,0.06,5.5,255500
Butha-Buthe,Drought,Moderate,Spring,80,1.62,0.14,0.19,0.08,6.5,584000
Maseru,Strong Winds,Moderate,Summer,128,2.58,0.08,0.12,0.05,4.5,4624000
Maseru,Strong Winds,Low,Spring,34,2.71,0.08,0.12,0.05,4.5,1108000
Leribe,Strong Winds,Low,Spring,47,2.34,0.11,0.16,0.06,5.5,1335000
Quthing,Heavy Rainfall,Low,Spring,47,2.83,0.14,0.2,0.08,7.0,2400500
Mokhotlong,Drought,Low,Summer,26,1.54,0.17,0.24,0.1,8.0,182500
Mohale's Hoek,Drought,Moderate,Spring,140,1.61,0.13,0.19,0.07,6.0,946500
Maseru,Drought,Critical,Summer,482,1.6,0.08,0.12,0.05,4.5,2833500
Quthing,Strong Winds,Low,Winter,46,2.39,0.14,0.2,0.08,7.0,1551500
Berea,Heavy Rainfall,Moderate,Spring,77,2.61,0.1,0.15,0.06,5.5,2481000
Qacha's Nek,Heavy Rainfall,Moderate,Winter,87,2.79,0.15,0.22,0.09,7.0,3369000
Mohale's Hoek,Drought,Moderate,Summer,188,1.6,0.13,0.19,0.07,6.0,1335000
Mokhotlong,Strong Winds,Critical,Autumn,303,2.55,0.17,0.24,0.1,8.0,10408000
Mafeteng,Heavy Rainfall,Moderate,Autumn,200,2.75,0.12,0.18,0.07,6.0,7059000
Leribe,Drought,Low,Spring,10,1.3,0.11,0.16,0.06,5.5,78000
Mafeteng,Strong Winds,Moderate,Winter,115,2.7,0.12,0.18,0.07,6.0,4706500
Quthing,Heavy Rainfall,Critical,Winter,235,2.84,0.14,0.2,0.08,7.0,10345000
Quthing,Heavy Rainfall,Low,Autumn,39,2.9,0.14,0.2,0.08,7.0,1635500
Thaba-Tseka,Heavy Rainfall,Moderate,Autumn,152,2.86,0.16,0.23,0.09,7.5,6098500
Mohale's Hoek,Heavy Rainfall,Low,Winter,45,2.98,0.13,0.19,0.07,6.0,1704500
Quthing,Drought,Moderate,Spring,165,1.64,0.14,0.2,0.08,7.0,1128500
Leribe,Heavy Rainfall,Moderate,Autumn,167,2.69,0.11,0.16,0.06,5.5,6587000
Quthing,Strong Winds,Critical,Autumn,340,2.51,0.14,0.2,0.08,7.0,12001000
Butha-Buthe,Strong Winds,Low,Summer,21,2.95,0.14,0.19,0.08,6.5,1100500
Maseru,Drought,Low,Summer,22,1.68,0.08,0.12,0.05,4.5,112000
Leribe,Drought,Moderate,Spring,92,1.6,0.11,0.16,0.06,5.5,607000
Butha-Buthe,Strong Winds,Low,Spring,48,2.42,0.14,0.19,0.08,6.5,1673000
Thaba-Tseka,Strong Winds,Low,Winter,32,2.41,0.16,0.23,0.09,7.5,889000
Butha-Buthe,Strong Winds,Critical,Summer,395,2.59,0.14,0.19,0.08,6.5,15220000
Quthing,Drought,Low,Winter,23,1.74,0.14,0.2,0.08,7.0,169000
Mohale's Hoek,Drought,Critical,Autumn,293,1.61,0.13,0.19,0.07,6.0,2029000
Thaba-Tseka,Drought,Low,Autumn,40,1.8,0.16,0.23,0.09,7.5,294500
Mafeteng,Drought,Critical,Summer,444,1.66,0.12,0.18,0.07,6.0,3110500
Butha-Buthe,Heavy Rainfall,Low,Spring,42,2.6,0.14,0.19,0.08,6.5,1273500
Butha-Buthe,Strong Winds,Moderate,Spring,114,2.55,0.14,0.19,0.08,6.5,4382000
Butha-Buthe,Strong Winds,Low,Autumn,37,2.76,0.14,0.19,0.08,6.5,1780000
Butha-Buthe,Drought,Critical,Autumn,407,1.54,0.14,0.19,0.08,6.5,2776500
Mohale's Hoek,Heavy Rainfall,Low,Winter,11,2.82,0.13,0.19,0.07,6.0,383000
Quthing,Heavy Rainfall,Low,Spring,16,3.06,0.14,0.2,0.08,7.0,599000
Thaba-Tseka,Heavy Rainfall,Moderate,Spring,64,2.7,0.16,0.23,0.09,7.5,2486000
Mokhotlong,Drought,Moderate,Winter,83,1.61,0.17,0.24,0.1,8.0,593000
Quthing,Drought,Moderate,Spring,130,1.62,0.14,0.2,0.08,7.0,896000
Mohale's Hoek,Drought,Critical,Spring,220,1.63,0.13,0.19,0.07,6.0,1500500
Maseru,Heavy Rainfall,Moderate,Summer,177,2.8,0.08,0.12,0.05,4.5,6908000
Mafeteng,Heavy Rainfall,Critical,Summer,350,2.83,0.12,0.18,0.07,6.0,13694000
Thaba-Tseka,Strong Winds,Moderate,Spring,192,2.67,0.16,0.23,0.09,7.5,7785500
Mafeteng,Drought,Moderate,Summer,94,1.61,0.12,0.18,0.07,6.0,663500
Maseru,Drought,Low,Autumn,23,1.65,0.08,0.12,0.05,4.5,138500
Maseru,Heavy Rainfall,Low,Autumn,34,2.76,0.08,0.12,0.05,4.5,1456500
Leribe,Drought,Critical,Winter,201,1.6,0.11,0.16,0.06,5.5,1318000
Butha-Buthe,Drought,Low,Winter,37,1.73,0.14,0.19,0.08,6.5,248000
Butha-Buthe,Drought,Low,Autumn,29,1.48,0.14,0.19,0.08,6.5,200500
Butha-Buthe,Drought,Moderate,Winter,127,1.74,0.14,0.19,0.08,6.5,901000
Qacha's Nek,Strong Winds,Critical,Summer,447,2.55,0.15,0.22,0.09,7.0,15840000
Quthing,Strong Winds,Low,Summer,46,2.74,0.14,0.2,0.08,7.0,1954000
Thaba-Tseka,Drought,Low,Spring,40,1.73,0.16,0.23,0.09,7.5,271000
Mokhotlong,Strong Winds,Critical,Autumn,378,2.58,0.17,0.24,0.1,8.0,13153500
Butha-Buthe,Drought,Low,Spring,43,1.58,0.14,0.19,0.08,6.5,280500
Butha-Buthe,Drought,Critical,Spring,224,1.53,0.14,0.19,0.08,6.5,1476500
Butha-Buthe,Drought,Low,Autumn,46,1.72,0.14,0.19,0.08,6.5,321000
Leribe,Drought,Critical,Autumn,490,1.64,0.11,0.16,0.06,5.5,3348000
Leribe,Heavy Rainfall,Low,Autumn,40,2.52,0.11,0.16,0.06,5.5,1257500
Maseru,Heavy Rainfall,Low,Summer,31,2.87,0.08,0.12,0.05,4.5,1109000
Leribe,Drought,Low,Spring,44,1.59,0.11,0.16,0.06,5.5,277500
Thaba-Tseka,Drought,Critical,Winter,341,1.58,0.16,0.23,0.09,7.5,2392500
Mokhotlong,Heavy Rainfall,Moderate,Winter,119,2.87,0.17,0.24,0.1,8.0,5247500
Mafeteng,Heavy Rainfall,Critical,Winter,220,2.82,0.12,0.18,0.07,6.0,8333000
Quthing,Strong Winds,Low,Spring,43,2.86,0.14,0.2,0.08,7.0,1735000
Leribe,Heavy Rainfall,Moderate,Summer,144,2.76,0.11,0.16,0.06,5.5,5437000
Thaba-Tseka,Drought,Low,Summer,43,1.53,0.16,0.23,0.09,7.5,282000
Mafeteng,Strong Winds,Low,Winter,13,3.08,0.12,0.18,0.07,6.0,631000
Qacha's Nek,Strong Winds,Moderate,Summer,187,2.71,0.15,0.22,0.09,7.0,7639000
Mokhotlong,Strong Winds,Low,Autumn,10,2.4,0.17,0.24,0.1,8.0,445500
Butha-Buthe,Strong Winds,Low,Summer,25,2.8,0.14,0.19,0.08,6.5,1113000
Mafeteng,Drought,Moderate,Summer,172,1.59,0.12,0.18,0.07,6.0,1103000
Leribe,Strong Winds,Low,Winter,34,2.94,0.11,0.16,0.06,5.5,1650500
Mohale's Hoek,Strong Winds,Moderate,Spring,132,2.54,0.13,0.19,0.07,6.0,4861500
Leribe,Strong Winds,Low,Summer,37,2.41,0.11,0.16,0.06,5.5,1257500
Mohale's Hoek,Drought,Moderate,Winter,155,1.54,0.13,0.19,0.07,6.0,1014500
Butha-Buthe,Heavy Rainfall,Critical,Autumn,350,2.8,0.14,0.19,0.08,6.5,12907000
Quthing,Drought,Critical,Spring,261,1.58,0.14,0.2,0.08,7.0,1801500
Berea,Drought,Moderate,Spring,199,1.61,0.1,0.15,0.06,5.5,1288500
Mokhotlong,Strong Winds,Low,Autumn,11,2.82,0.17,0.24,0.1,8.0,471000
Mokhotlong,Heavy Rainfall,Low,Autumn,14,2.86,0.17,0.24,0.1,8.0,373500
Quthing,Drought,Critical,Winter,394,1.59,0.14,0.2,0.08,7.0,2722000
Maseru,Strong Winds,Moderate,Winter,112,2.72,0.08,0.12,0.05,4.5,4531500
Berea,Drought,Moderate,Winter,153,1.62,0.1,0.15,0.06,5.5,1009000
Qacha's Nek,Heavy Rainfall,Low,Spring,46,2.67,0.15,0.22,0.09,7.0,1310000
Leribe,Heavy Rainfall,Moderate,Autumn,54,2.94,0.11,0.16,0.06,5.5,2092500
Mafeteng,Drought,Low,Spring,16,1.75,0.12,0.18,0.07,6.0,97000
Mafeteng,Heavy Rainfall,Critical,Autumn,452,2.86,0.12,0.18,0.07,6.0,17575000
Mohale's Hoek,Drought,Low,Summer,38,1.55,0.13,0.19,0.07,6.0,245500
Butha-Buthe,Drought,Low,Autumn,20,1.6,0.14,0.19,0.08,6.5,142500
Quthing,Strong Winds,Critical,Autumn,436,2.66,0.14,0.2,0.08,7.0,17105000
Qacha's Nek,Heavy Rainfall,Moderate,Autumn,56,2.75,0.15,0.22,0.09,7.0,2114000
Maseru,Heavy Rainfall,Moderate,Winter,188,2.82,0.08,0.12,0.05,4.5,6795000
Quthing,Heavy Rainfall,Moderate,Summer,144,2.8,0.14,0.2,0.08,7.0,5122000
Quthing,Heavy Rainfall,Moderate,Autumn,142,2.91,0.14,0.2,0.08,7.0,5387000
Maseru,Drought,Critical,Spring,290,1.61,0.08,0.12,0.05,4.5,1711500
Berea,Drought,Critical,Autumn,460,1.6,0.1,0.15,0.06,5.5,3022500
Mokhotlong,Drought,Low,Spring,43,1.44,0.17,0.24,0.1,8.0,278500
Thaba-Tseka,Drought,Moderate,Winter,113,1.45,0.16,0.23,0.09,7.5,821000
Leribe,Strong Winds,Critical,Spring,488,2.62,0.11,0.16,0.06,5.5,18715000
Mokhotlong,Heavy Rainfall,Low,Autumn,22,2.91,0.17,0.24,0.1,8.0,1063500
Butha-Buthe,Heavy Rainfall,Moderate,Winter,110,2.73,0.14,0.19,0.08,6.5,3379500
Mohale's Hoek,Drought,Critical,Autumn,238,1.55,0.13,0.19,0.07,6.0,1598000
Mohale's Hoek,Drought,Critical,Summer,277,1.66,0.13,0.19,0.07,6.0,1944000
Qacha's Nek,Heavy Rainfall,Moderate,Spring,66,2.61,0.15,0.22,0.09,7.0,2255000
Quthing,Drought,Moderate,Spring,183,1.57,0.14,0.2,0.08,7.0,1291500
Mokhotlong,Heavy Rainfall,Low,Spring,30,2.6,0.17,0.24,0.1,8.0,671000
Berea,Heavy Rainfall,Critical,Autumn,402,2.82,0.1,0.15,0.06,5.5,15066000
Maseru,Strong Winds,Moderate,Autumn,116,2.59,0.08,0.12,0.05,4.5,4137500
Thaba-Tseka,Strong Winds,Critical,Summer,324,2.58,0.16,0.23,0.09,7.5,10478000
Maseru,Drought,Low,Summer,43,1.77,0.08,0.12,0.05,4.5,271000
Quthing,Strong Winds,Low,Summer,17,2.53,0.14,0.2,0.08,7.0,452000
Maseru,Heavy Rainfall,Low,Spring,16,2.88,0.08,0.12,0.05,4.5,606000
Qacha's Nek,Strong Winds,Low,Autumn,13,2.54,0.15,0.22,0.09,7.0,461000
Quthing,Strong Winds,Critical,Summer,288,2.62,0.14,0.2,0.08,7.0,10597500
Maseru,Drought,Moderate,Autumn,165,1.62,0.08,0.12,0.05,4.5,982000
Thaba-Tseka,Heavy Rainfall,Moderate,Summer,173,2.73,0.16,0.23,0.09,7.5,6315000
Qacha's Nek,Strong Winds,Low,Summer,25,2.88,0.15,0.22,0.09,7.0,1025500
Maseru,Strong Winds,Moderate,Autumn,113,2.65,0.08,0.12,0.05,4.5,4140500
Qacha's Nek,Drought,Low,Summer,44,1.66,0.15,0.22,0.09,7.0,329000
Qacha's Nek,Drought,Moderate,Summer,200,1.59,0.15,0.22,0.09,7.0,1396500
Quthing,Heavy Rainfall,Critical,Spring,312,2.82,0.14,0.2,0.08,7.0,11943000
Maseru,Drought,Moderate,Summer,79,1.54,0.08,0.12,0.05,4.5,462000
Mafeteng,Strong Winds,Moderate,Summer,134,2.58,0.12,0.18,0.07,6.0,4322000
Leribe,Strong Winds,Low,Winter,38,2.53,0.11,0.16,0.06,5.5,960500
Mokhotlong,Drought,Moderate,Summer,81,1.68,0.17,0.24,0.1,8.0,587000
Thaba-Tseka,Heavy Rainfall,Low,Autumn,38,2.63,0.16,0.23,0.09,7.5,1334500
Maseru,Heavy Rainfall,Low,Spring,26,2.77,0.08,0.12,0.05,4.5,878000
Butha-Buthe,Drought,Low,Winter,10,1.3,0.14,0.19,0.08,6.5,58500
Thaba-Tseka,Drought,Low,Winter,41,1.73,0.16,0.23,0.09,7.5,307500
Qacha's Nek,Drought,Moderate,Spring,130,1.61,0.15,0.22,0.09,7.0,928000
Thaba-Tseka,Heavy Rainfall,Low,Summer,17,2.94,0.16,0.23,0.09,7.5,397000
Mohale's Hoek,Strong Winds,Moderate,Winter,126,2.42,0.13,0.19,0.07,6.0,3625000
Butha-Buthe,Drought,Critical,Winter,415,1.59,0.14,0.19,0.08,6.5,2820000
Leribe,Strong Winds,Moderate,Winter,164,2.79,0.11,0.16,0.06,5.5,7559500
Maseru,Heavy Rainfall,Moderate,Summer,130,2.79,0.08,0.12,0.05,4.5,5497500
Berea,Heavy Rainfall,Critical,Autumn,259,2.85,0.1,0.15,0.06,5.5,10216500
Qacha's Nek,Heavy Rainfall,Critical,Summer,282,2.78,0.15,0.22,0.09,7.0,10848500
Qacha's Nek,Heavy Rainfall,Low,Winter,32,2.91,0.15,0.22,0.09,7.0,1321500
Quthing,Strong Winds,Low,Autumn,28,2.75,0.14,0.2,0.08,7.0,951500
Qacha's Nek,Strong Winds,Moderate,Winter,109,2.49,0.15,0.22,0.09,7.0,3293000
Butha-Buthe,Heavy Rainfall,Low,Summer,39,2.77,0.14,0.19,0.08,6.5,1521500
Mokhotlong,Drought,Low,Autumn,21,1.9,0.17,0.24,0.1,8.0,166000
Quthing,Heavy Rainfall,Critical,Summer,388,2.81,0.14,0.2,0.08,7.0,15365500
Mohale's Hoek,Drought,Low,Summer,20,1.9,0.13,0.19,0.07,6.0,151000
Butha-Buthe,Heavy Rainfall,Critical,Winter,356,2.83,0.14,0.19,0.08,6.5,14026000
Quthing,Drought,Moderate,Spring,99,1.57,0.14,0.2,0.08,7.0,688500
Butha-Buthe,Drought,Moderate,Spring,133,1.64,0.14,0.19,0.08,6.5,913000
Mohale's Hoek,Drought,Low,Summer,42,1.69,0.13,0.19,0.07,6.0,295000
Quthing,Strong Winds,Critical,Summer,225,2.63,0.14,0.2,0.08,7.0,8945000
Mafeteng,Heavy Rainfall,Moderate,Winter,73,2.73,0.12,0.18,0.07,6.0,1967500
Leribe,Heavy Rainfall,Critical,Winter,358,2.85,0.11,0.16,0.06,5.5,15434000
Qacha's Nek,Drought,Moderate,Summer,85,1.56,0.15,0.22,0.09,7.0,594500
Mokhotlong,Heavy Rainfall,Low,Winter,13,2.69,0.17,0.24,0.1,8.0,593500
Butha-Buthe,Heavy Rainfall,Low,Summer,18,2.67,0.14,0.19,0.08,6.5,543000
Thaba-Tseka,Heavy Rainfall,Critical,Winter,424,2.78,0.16,0.23,0.09,7.5,15850500
Maseru,Drought,Critical,Spring,351,1.57,0.08,0.12,0.05,4.5,2054000
Maseru,Heavy Rainfall,Moderate,Summer,146,2.88,0.08,0.12,0.05,4.5,5576000
Butha-Buthe,Drought,Moderate,Winter,62,1.5,0.14,0.19,0.08,6.5,360500
Mafeteng,Heavy Rainfall,Low,Winter,11,2.55,0.12,0.18,0.07,6.0,417000
Quthing,Strong Winds,Critical,Spring,298,2.67,0.14,0.2,0.08,7.0,12155000
Mokhotlong,Strong Winds,Low,Autumn,34,2.35,0.17,0.24,0.1,8.0,933000
Mafeteng,Strong Winds,Critical,Summer,339,2.49,0.12,0.18,0.07,6.0,11817500
Maseru,Drought,Low,Winter,12,1.67,0.08,0.12,0.05,4.5,64000
Qacha's Nek,Drought,Moderate,Summer,191,1.67,0.15,0.22,0.09,7.0,1370000
Mohale's Hoek,Strong Winds,Moderate,Winter,93,2.56,0.13,0.19,0.07,6.0,3586000
Mohale's Hoek,Strong Winds,Low,Autumn,44,2.64,0.13,0.19,0.07,6.0,1462000
Berea,Drought,Critical,Winter,313,1.64,0.1,0.15,0.06,5.5,2185000
Quthing,Strong Winds,Moderate,Spring,170,2.65,0.14,0.2,0.08,7.0,6762000
Mafeteng,Drought,Critical,Summer,280,1.57,0.12,0.18,0.07,6.0,1880000
Maseru,Strong Winds,Moderate,Spring,136,2.6,0.08,0.12,0.05,4.5,5689000
Mafeteng,Drought,Critical,Autumn,456,1.59,0.12,0.18,0.07,6.0,3130000
Mokhotlong,Heavy Rainfall,Moderate,Spring,134,2.93,0.17,0.24,0.1,8.0,5523500
Mafeteng,Heavy Rainfall,Low,Autumn,17,2.65,0.12,0.18,0.07,6.0,767500
Maseru,Heavy Rainfall,Moderate,Autumn,128,2.84,0.08,0.12,0.05,4.5,4879000
Butha-Buthe,Heavy Rainfall,Low,Winter,40,2.67,0.14,0.19,0.08,6.5,1017500
Leribe,Drought,Low,Spring,48,1.58,0.11,0.16,0.06,5.5,325500
Qacha's Nek,Drought,Critical,Winter,261,1.65,0.15,0.22,0.09,7.0,1854500
Butha-Buthe,Strong Winds,Critical,Summer,399,2.61,0.14,0.19,0.08,6.5,16227500
Mohale's Hoek,Drought,Low,Spring,10,1.3,0.13,0.19,0.07,6.0,73000
Leribe,Strong Winds,Moderate,Winter,145,2.56,0.11,0.16,0.06,5.5,5658500
Berea,Heavy Rainfall,Moderate,Autumn,146,2.89,0.1,0.15,0.06,5.5,6103000
Mokhotlong,Drought,Critical,Autumn,298,1.63,0.17,0.24,0.1,8.0,2108500
Qacha's Nek,Drought,Critical,Winter,247,1.6,0.15,0.22,0.09,7.0,1737500
Mokhotlong,Heavy Rainfall,Moderate,Spring,83,2.78,0.17,0.24,0.1,8.0,3547000
Mafeteng,Drought,Critical,Autumn,384,1.55,0.12,0.18,0.07,6.0,2510000
Thaba-Tseka,Strong Winds,Moderate,Spring,159,2.65,0.16,0.23,0.09,7.5,6600500
Butha-Buthe,Heavy Rainfall,Moderate,Summer,60,3.0,0.14,0.19,0.08,6.5,2889000
Butha-Buthe,Heavy Rainfall,Critical,Winter,238,2.71,0.14,0.19,0.08,6.5,8030500
Mohale's Hoek,Heavy Rainfall,Moderate,Summer,195,2.81,0.13,0.19,0.07,6.0,7883000
Maseru,Heavy Rainfall,Critical,Winter,241,2.82,0.08,0.12,0.05,4.5,9072000
Berea,Strong Winds,Critical,Autumn,204,2.63,0.1,0.15,0.06,5.5,8665500
Thaba-Tseka,Drought,Critical,Summer,353,1.58,0.16,0.23,0.09,7.5,2462500
Mohale's Hoek,Heavy Rainfall,Critical,Winter,266,2.82,0.13,0.19,0.07,6.0,10167000
Maseru,Heavy Rainfall,Critical,Spring,275,2.73,0.08,0.12,0.05,4.5,9336000
Berea,Heavy Rainfall,Moderate,Winter,146,2.86,0.1,0.15,0.06,5.5,6383000
Mohale's Hoek,Strong Winds,Moderate,Summer,85,2.51,0.13,0.19,0.07,6.0,2865000
Berea,Drought,Critical,Winter,462,1.59,0.1,0.15,0.06,5.5,3001500
Mafeteng,Heavy Rainfall,Low,Summer,44,2.93,0.12,0.18,0.07,6.0,1728000
Mohale's Hoek,Strong Winds,Low,Summer,34,2.59,0.13,0.19,0.07,6.0,1512500
Maseru,Strong Winds,Low,Winter,47,2.57,0.08,0.12,0.05,4.5,1830000
Thaba-Tseka,Heavy Rainfall,Moderate,Winter,124,2.8,0.16,0.23,0.09,7.5,5580000
Butha-Buthe,Strong Winds,Low,Winter,20,2.55,0.14,0.19,0.08,6.5,791000
Quthing,Heavy Rainfall,Critical,Winter,328,2.8,0.14,0.2,0.08,7.0,12342000
Maseru,Drought,Low,Autumn,26,1.58,0.08,0.12,0.05,4.5,157000
Berea,Strong Winds,Low,Spring,40,2.65,0.1,0.15,0.06,5.5,1387500
Berea,Heavy Rainfall,Moderate,Autumn,128,2.77,0.1,0.15,0.06,5.5,4184000
Maseru,Drought,Moderate,Autumn,150,1.6,0.08,0.12,0.05,4.5,925500
Leribe,Heavy Rainfall,Low,Autumn,50,2.76,0.11,0.16,0.06,5.5,1866500
Leribe,Drought,Low,Summer,39,1.82,0.11,0.16,0.06,5.5,264500
Mokhotlong,Drought,Critical,Winter,413,1.61,0.17,0.24,0.1,8.0,2875500
Mafeteng,Drought,Moderate,Winter,138,1.59,0.12,0.18,0.07,6.0,964000
Qacha's Nek,Drought,Critical,Summer,500,1.61,0.15,0.22,0.09,7.0,3494000
Mafeteng,Strong Winds,Critical,Summer,330,2.6,0.12,0.18,0.07,6.0,13061000
Thaba-Tseka,Drought,Low,Summer,18,1.44,0.16,0.23,0.09,7.5,124500
Quthing,Heavy Rainfall,Moderate,Summer,172,2.76,0.14,0.2,0.08,7.0,6321000
Leribe,Heavy Rainfall,Low,Autumn,16,2.88,0.11,0.16,0.06,5.5,457500
Maseru,Strong Winds,Critical,Summer,499,2.58,0.08,0.12,0.05,4.5,17994500
Mokhotlong,Drought,Critical,Autumn,489,1.62,0.17,0.24,0.1,8.0,3446000
Qacha's Nek,Heavy Rainfall,Low,Winter,20,2.8,0.15,0.22,0.09,7.0,469000
Berea,Strong Winds,Low,Spring,31,2.52,0.1,0.15,0.06,5.5,990000
Mokhotlong,Strong Winds,Critical,Autumn,475,2.57,0.17,0.24,0.1,8.0,16079000
Qacha's Nek,Heavy Rainfall,Moderate,Spring,116,2.76,0.15,0.22,0.09,7.0,4391000
Thaba-Tseka,Strong Winds,Low,Spring,28,2.75,0.16,0.23,0.09,7.5,1279500
Mokhotlong,Heavy Rainfall,Low,Autumn,21,2.48,0.17,0.24,0.1,8.0,673500
Berea,Strong Winds,Critical,Autumn,365,2.57,0.1,0.15,0.06,5.5,13159000
Mokhotlong,Heavy Rainfall,Low,Autumn,34,2.94,0.17,0.24,0.1,8.0,1743000
Mohale's Hoek,Heavy Rainfall,Moderate,Spring,109,2.86,0.13,0.19,0.07,6.0,5186000
Qacha's Nek,Heavy Rainfall,Moderate,Summer,186,2.86,0.15,0.22,0.09,7.0,7250000
Thaba-Tseka,Heavy Rainfall,Critical,Winter,472,2.73,0.16,0.23,0.09,7.5,18861000
Leribe,Heavy Rainfall,Low,Winter,33,3.0,0.11,0.16,0.06,5.5,1843500
Thaba-Tseka,Drought,Moderate,Winter,131,1.57,0.16,0.23,0.09,7.5,929000
Leribe,Drought,Low,Summer,43,1.51,0.11,0.16,0.06,5.5,275500
Mohale's Hoek,Heavy Rainfall,Moderate,Winter,96,2.89,0.13,0.19,0.07,6.0,4084000
Thaba-Tseka,Strong Winds,Low,Summer,33,2.55,0.16,0.23,0.09,7.5,1269000
Qacha's Nek,Drought,Low,Autumn,23,1.61,0.15,0.22,0.09,7.0,163500
Butha-Buthe,Drought,Low,Autumn,39,1.67,0.14,0.19,0.08,6.5,262500
Quthing,Strong Winds,Low,Spring,21,2.1,0.14,0.2,0.08,7.0,663500
Leribe,Heavy Rainfall,Moderate,Autumn,194,2.74,0.11,0.16,0.06,5.5,6849500
Qacha's Nek,Heavy Rainfall,Low,Winter,13,2.23,0.15,0.22,0.09,7.0,180500
Butha-Buthe,Drought,Moderate,Summer,184,1.57,0.14,0.19,0.08,6.5,1258500
Mokhotlong,Heavy Rainfall,Critical,Spring,476,2.8,0.17,0.24,0.1,8.0,17487500
Leribe,Strong Winds,Critical,Summer,216,2.53,0.11,0.16,0.06,5.5,8249500
Leribe,Drought,Low,Summer,16,1.81,0.11,0.16,0.06,5.5,105500
Berea,Strong Winds,Moderate,Spring,114,2.7,0.1,0.15,0.06,5.5,4649000
Mafeteng,Heavy Rainfall,Moderate,Winter,57,2.63,0.12,0.18,0.07,6.0,2404500
Leribe,Strong Winds,Moderate,Summer,178,2.54,0.11,0.16,0.06,5.5,5307000
Qacha's Nek,Heavy Rainfall,Critical,Summer,488,2.7,0.15,0.22,0.09,7.0,17223500
Mafeteng,Heavy Rainfall,Low,Spring,26,2.73,0.12,0.18,0.07,6.0,1060000
Quthing,Drought,Moderate,Winter,101,1.64,0.14,0.2,0.08,7.0,685000
Butha-Buthe,Strong Winds,Moderate,Spring,180,2.63,0.14,0.19,0.08,6.5,7934000
Berea,Drought,Low,Spring,27,1.67,0.1,0.15,0.06,5.5,165500
Maseru,Heavy Rainfall,Low,Spring,23,2.91,0.08,0.12,0.05,4.5,834000
Mokhotlong,Drought,Moderate,Spring,63,1.51,0.17,0.24,0.1,8.0,448500
Mokhotlong,Heavy Rainfall,Low,Summer,14,2.71,0.17,0.24,0.1,8.0,426500
Thaba-Tseka,Strong Winds,Moderate,Winter,75,2.6,0.16,0.23,0.09,7.5,2900500
Maseru,Heavy Rainfall,Low,Spring,31,2.87,0.08,0.12,0.05,4.5,1411500
Thaba-Tseka,Drought,Moderate,Winter,63,1.7,0.16,0.23,0.09,7.5,470500
Thaba-Tseka,Strong Winds,Low,Winter,28,2.57,0.16,0.23,0.09,7.5,900500
Mokhotlong,Heavy Rainfall,Critical,Summer,297,2.82,0.17,0.24,0.1,8.0,11055000
Quthing,Drought,Moderate,Winter,187,1.66,0.14,0.2,0.08,7.0,1286000
Mafeteng,Heavy Rainfall,Low,Spring,50,2.88,0.12,0.18,0.07,6.0,1801000
Mafeteng,Heavy Rainfall,Low,Summer,17,2.47,0.12,0.18,0.07,6.0,469500
Berea,Drought,Critical,Winter,398,1.62,0.1,0.15,0.06,5.5,2598500
Mafeteng,Drought,Moderate,Autumn,109,1.61,0.12,0.18,0.07,6.0,770500
Thaba-Tseka,Drought,Critical,Spring,332,1.67,0.16,0.23,0.09,7.5,2384500
Leribe,Heavy Rainfall,Critical,Summer,277,2.9,0.11,0.16,0.06,5.5,11327500
Qacha's Nek,Drought,Moderate,Summer,198,1.53,0.15,0.22,0.09,7.0,1351500
Mokhotlong,Heavy Rainfall,Critical,Spring,382,2.77,0.17,0.24,0.1,8.0,16406500
Mohale's Hoek,Heavy Rainfall,Critical,Summer,336,2.8,0.13,0.19,0.07,6.0,13953000
